ID,Gender,Date of birth,School type,Occupation,Country,City,Status,Social status,Political views,Languages,Religion,Inspiration,What matters in people,What matters in life,Smoking,Alcohol,Avatar,Additional,Class,School type.1,Occupation.1,Status.1,Relationships,Languages.1,Religion.1,What matters in people.1,What matters in life.1,First post text
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
302096652.0,muzhskoi,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
6200261.0,muzhskoi,33885.0,!,university,rossija,ekaterinburg,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c629324/v629324261/5fbf6/EHc20OJbYq4.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
275662199.0,muzhskoi,29328.0,!,work,belarus,mogilev,引き篭もり,!,libertarianskie,!,svetskii gumanizm,!,dobrota_i_czestnost,razvleczenija_i_otdyh,neitralnoe,neitralnoe,https://pp.userapi.com/c630222/v630222199/20e16/6QK6dctLUJU.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
172886839.0,zhenskii,43167.0,!,!,!,!,czert!..umeret_by_skoree...,vlublen,!,ukraїnska*russkii*English*Deutsch*,!,!,!,!,!,!,https://pp.userapi.com/c10676/u172886839/a_39701a93.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
192969114.0,muzhskoi,43271.0,!,!,rossija,sankt-peterburg,(_͡°_͜ʖ_͡°)_poleteli,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c841025/v841025377/26d12/5cINX2nXhvw.jpg,"prosczai,_mir._zvuczit_nastolko_pafosno,_czto_hoczetsja_zasunut_dva_palca_v_rot._prosczaus_ja_otkryto_lish_potomu,_czto_ne_uspeu_razoslat_otdelnoe_prosczanie_kazhdomu,_no_hoczetsja_vydelit_paru_czelovek,_kotorym_ja_bezumno_blagodarna:__-_lera_(avgust)_-_ty_izmenila_i_perevernula_vsu_mou_zhizn._ty_spasala_menja_i_podarila_mne_mir._ty_byla_so_mnoi_vsegda_i_zabotilas_obo_mne._vmeste_navsegda,_kak_my_govorili,_i_brali_drug_druga_za_ruku._ja_tebja_lublu._ja_bezumno_rada,_czto_ty_u_menja_byla._-_kirill_(teddi)_-_ty_izmenil_moe_mirovozzrenie._ty_pomog_mne_dumat_o_sczaste_i_prinimat_zhizn_takoi,_kakaja_ona_i_est_i_ne_upuskat_ee._s_toboi_ja_polubila_gotovku._s_toboi_ja_obrela_svobodu_i_zhila_odnim_dnem._ja_bezumno_rada,_czto_ty_u_menja_byl._-_asja_(vasja)_-_ty_pomogala_mne_vo_vsem_s_samogo_detstva._i_ty_vsegda_byla_uverena_vo_mne._ty_vsegda_spasala_menja_ot_problem_i_isterik._ty_byla_prekrasneishim_czelovekom_dlja_menja,_ostavaisja_im._ja_bezumno_rada,_czto_ty_u_menja_byla._-_alena_(karlik)_-_ty_vsegda_smeshila_menja._ty_darila_mne_istorii_glupyh_odnoklassnikov._i_ty_podderzhivala_menja._s_toboi_bylo_obsczatsja_legko_i_bez_ssor,_poetomu_ja_oczen_blagodarna_tebe._bud_milashkoi_i_postupi_tuda,_kuda_tebe_nado._ja_bezumno_rada,_czto_ty_u_menja_byla.__-_nastja_(pershik)_-_ty_byla_moim_pervym_internet-podrugoi_i_sdelala_menja_vzrosloi._ne_grusti._ty_spasala_menja_ot_pervyh_depressii_i_byla_oczen_dobra_ko_mne._ja_bezumno_rada,_czto_ty_u_menja_byla._-_druzja_(varja,_serezha,_vitalik,_maksim,_katja,_diana,_sasha,_nina,_ira,_violetta_-_nadeus,_pereczislila_vseh!)_-_vy_byli_samoi_shumnoi_i_krutoi_kompaniei,_zabotilis_ja_o_drug_druge._moja_zhizn_bez_vas_byla_by_ne_takoi._vy_luczshie_sredi_luczshih._ja_bezumno_rada,_czto_vy_u_menja_byli._-_druzja_(alina_(moskva),_olja,_alisa,_lina,_eva,_dasha_(zelenka),_marija_(osipka),__lesha,_sasha,_serezha_(medvezhegorsk),_ahmed,_leila,_katja,_sonja_(perm,_oczer)_sveta,_vova,_danja,_dasha,_roma,_roma,_zoja,_elja,_sonja_(tomas),_sasha,_vanja,_emilija,_mark,_sasha_(volk),_aigul_(olesja),_nastja_(isa),_nastja_(vzroslaja)_)_-_spasibo,_czto_ne_davali_mne_skuczat_i_sostavljali_kompaniu_v_raspitie_alkogolja._spasibo,_czto_provodili_so_mnoi_vremja_i_vyslushivali._spasibo,_czto_byli_rjadom._spasibo,_czto_vsegda_pisali_v_trudnye_momenty._ja_bezumno_rada,_czto_vy_u_menja_byli._-_tvitterskie_(neodim,_olja_(immortal)_-_spasibo_vam_za_to,_czto_my_tak_kruto_obmenivalis_vsem,_czem_tolko_mozhno._spasibo_za_to,_czto_veselilis_v_skaipe._spasibo_za_to,_czto_obmenivalis_pismami._spasibo_za_to,_czto_podderzhivali._ja_bezumno_rada,_czto_vy_u_menja_byli._-_semja_(mama,_brat,_babushka,_tetja_i_koshka)_-_spasibo,_czto_v_czem-to_pomogali_mne_i_perezhivali_za_menja._spasibo_za_to,_czto_nauczili_govorit_'net'._spasibo_za_to,_czto_sdelali_iz_menja_czeloveka._ja_bezumno_rada,_czto_vy_u_menja_byli._-_semja_asi_-_(tetja_luda,_babushka_lena,_dedushka_vova,__tetja_galja,_shurik,_djadja_sasha,_tetja_nastja,_akim)_-_vy_byli_luczshei_nerodnoi_semei_dlja_menja._samye_smeshnye,_samye_luczshie._a_sobaczka_mimo_ne_probegala?__takzhe_moi_novojavlennye_druzja_iz_moskvy,_ja_tozhe_vas_lublu.__-_esli_ja_kogo-to_ne_upomjanula_-_eto_ne_znaczit,_czto_ja_vas_zabyla.__-_mne_nravilos_mestami_zhit,_poka_u_menja_byli_eti_ludi._osobenno_moja_gordaja_pjaterka.__-_semja,_ne_obrasczaites_v_policiu,_vse_ravno_ved_nikakogo_tolku._ja_umirau_sama_i_govoru_eto._mne_ne_nuzhno_pohoron._moe_telo_libo_budet_perekaczano_tabletkami,_libo_prevratitsja_v_droblennoe_mjaso._ili_ja_sbegu._ne_isczite._ne_horonite._ne_vinite_sebja._osobenno_ty,_mama._ty_delala_vse_dlja_menja,_razreshala_vse_i_eto_menja_ne_gubilo,_a_tolko_delalo_sczastlivoi._ne_unyvai_posle_menja,_zhivi_dalshe._ty_ved_eto_umeesh._lublu_tebja._-_brat,_prosti,_czto_ne_poslushalas_tebja._takova_zhizn,_kak_govorit_nasha_mama.__-_ja_lublu_vas_vseh._ja_lublu_leru,_kotoraja_priczinila_mne_stolko_boli,_skolko_i_ja_ei._dva_sapoga_para._moe_lubimoe_solnyshko._moe_vse.__-_ne_isczite_moih_druzei,_ne_trogaite_mou_semu._oni_ne_vinovaty_ni_v_czem.__-_lubite,_tvorite,_ne_stesnjaites_i_vsegda_govorite,_pomogaite.__-_na_etom_i_sleduet_zakonczit._prosczai,_mir._lublu_vas_vseh._-_oktjabrjata_umiraut_v_oktjabre.",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
145570794.0,zhenskii,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c631921/v631921794/359cb/s3qgw53z6Wc.jpg,🌊😪🙌🏼,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
236938280.0,muzhskoi,43163.0,!,!,!,!,"21-e_sentjabrja._v_moem_serdce_dyrka,_skvoz_nee_vidno_lunu.",!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c621618/v621618280/e480/npNjS-ep2jQ.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
207835466.0,muzhskoi,43191.0,!,!,ssha,Boston,"kogda_vresh_ludjam_,_eto_stanovitsja_privyczkoi_,_nado_byt_pravdivym_czelovekom:(",!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c624028/v624028466/39218/DyB7fMMxi3U.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
263762822.0,muzhskoi,!,!,!,rossija,moskva,"esli_licznost_informatora_neizvestna_-_emu_absolutno_neczego_bojatsja._kak_skazal_oskar_uaild_-_""daite_czeloveku_masku,_i_on_skazhet_vam_pravdu""",!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c628120/v628120822/14a50/POzLnosrDug.jpg,"czerez_5_minut_menja_ne_budet_na_etom_svete,spasibo_vsem_kogo_ja_znal",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
30561787.0,zhenskii,!,!,university,rossija,sankt-peterburg,ili,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c623825/v623825194/4ab19/PaYx4mgVw5Q.jpg,"=[_roditel_-_eto_pedagog,_ne_""nadziratel""._roditel_-_eto_luczshii_drug,_i_vospitatel._roditel_licznost_sozdaet,_slovno_pisatel._i_sil_dlja_zhizni_pridaet_-_""_poczti_spasatel"".",0,,,,,,,,,
383527117.0,muzhskoi,!,!,!,rossija,moskva,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c637819/v637819117/25652/_G5WmjUAkPE.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
287590166.0,muzhskoi,!,!,!,rossija,moskva,!,vlublen,!,!,!,!,!,!,!,!,https://pp.userapi.com/c629423/v629423166/1b7fb/OHRcUs9a13o.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
124930134.0,muzhskoi,!,!,!,rossija,!,!,!,umerennye,!,veru v sebja!!!,!,!,!,!,!,https://pp.userapi.com/c625823/v625823134/37867/o7xUKTWrY-c.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
zhenskii,sprygnula,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
184569309.0,muzhskoi,29280.0,!,university,rossija,naberezhnye_czelny,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c636422/v636422309/147ea/UsVRe65ix-Y.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
240062123.0,zhenskii,43366.0,!,work,rossija,orel,den_samoubiistva.,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c624731/v624731123/4733d/MiNtsrBY2MQ.jpg,s_dnem_rozhdenja_pus_zemlja_tebe_budet_puhom,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
400155110.0,muzhskoi,!,!,!,rossija,novosibirsk,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c837429/v837429110/1e597/AcfHfSwcIyg.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
70040354.0,muzhskoi,43161.0,!,school,rossija,nizhnii_novgorod,u_apparata,!,libertarianskie,!,pohuizm,!,!,razvleczenija_i_otdyh,!,!,https://pp.userapi.com/c841137/v841137264/1d0a8/rMx7lkiENa0.jpg,"nemnogo_zapozdal,_no_vse_zhe._stoit_napisat_czto_ja_byl_na_koncerte_etih_rebjat.__kto_znaet_-_molodcy._kto_ne_znaet..._mne_vas_zhal,_rebjat.__slema_ne_bylo._zhal.__tresh_i_ugar_byl._eto_kruto.",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
Хz,samovypil,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
445948910.0,zhenskii,43462.0,!,!,rossija,rostov-na-donu,dead,!,!,!,!,nekotorye nestandartnye licznosti))),um_i_kreativnost,samorazvitie,neitralnoe,neitralnoe,https://pp.userapi.com/c837333/v837333766/56867/keXXW45gn3Q.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
263208355.0,zhenskii,30193.0,!,!,rossija,murmansk,zapis_po_tel._8_909_560_84_84_ulija.,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c615724/v615724355/9732/-dxK0SnGiLs.jpg,!,0,,,,,,,,,
20312074.0,muzhskoi,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
393492703.0,muzhskoi,43264.0,!,!,rossija,novosibirsk,oshibok_ne_delaut_tolko_spjasczie.,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c837220/v837220362/6090c/-GNBD5aYf2g.jpg,pust_zemlja_budet_dlja_tebja_puhom_drug.,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
138055978.0,muzhskoi,43117.0,!,university,rossija,tver,"16.07.2014._-_16.07.2025(a_ty_poprobui_skazat_v_lico_to,czto_ty_govorish_za_spinoi.",vlublen,umerennye,!,!,!,krasota_i_zdorove,semja_i_deti,negativnoe,neitralnoe,https://pp.userapi.com/c627218/v627218978/387fd/nQNkSiI7xv8.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
158143188.0,muzhskoi,!,!,university,rossija,moskva,stranica_zasczisczena_avtorskimi_pravami._luboe_kopirovanie_zapresczeno._Vip_v_kontakte_©_2010-2014_█║▌│█│║▌║││█║║█_█║▌│█│║.,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c630416/v630416188/3b0b2/JHiRa6-5Ue0.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
345589570.0,zhenskii,37265.0,!,!,rossija,ilovai-dmitrievskoe,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c629527/v629527570/48939/AbSxoW8R6ks.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
177173329.0,muzhskoi,34772.0,kolledzh*,!,rossija,semenov,!,vlublen,!,!,!,!,!,!,!,!,https://pp.userapi.com/c315321/v315321329/d2f4/GsTla8q6GTo.jpg,"rekomenduu_proiti_test:_""kakie_muzhcziny_tebe_podhodjat?""_=>_http://vk.com/vk_tester",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
212695233.0,zhenskii,43292.0,!,work,ukraina,kahovka,davai_protjanem_k_drug_drugu_ruki✨,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c837231/v837231233/cac3/_uvU6_Tj3cM.jpg,!,0,,,,,,,,,
134362425.0,muzhskoi,35047.0,!,!,rossija,omsk,v_nashih_serdcah_ty_vsegda_budesh_zhit....,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c316824/v316824425/8b43/OZaUeIARDfk.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
270786714.0,muzhskoi,43334.0,!,school,rossija,pervomaiskoe,~_Twin_Sittis~WRB~_Boxing™~💪💪👍👍,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c626125/v626125714/4c88b/IsRG_iWsuuY.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
243817410.0,zhenskii,43351.0,!,!,rossija,serebrjanye_prudy,menja_bolshe_net,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c626129/v626129410/6c26c/V4AXohBQ8qs.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
134730328.0,muzhskoi,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
221551626.0,muzhskoi,43289.0,!,work,japonija,!,kogda_zhe_priedet_poezd??????,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c639717/v639717633/3bc53/YzIXZuiUF4Q.jpg,"ja_ne_iskrennen_s_toboi_kogda_smeus,ja_iskrennen_s_toboi,kogda_ja_placzu.",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
192835446.0,muzhskoi,35447.0,!,!,rossija,nazyvaevsk,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c633525/v633525446/460c/dufvllvzkIM.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
356342897.0,muzhskoi,43343.0,!,work,rossija,kirov,-_voiny_ne_pokazyvaut_serdca..._pokuda_ih_grud_ne_vskroet_topor!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c631817/v631817897/1d788/q-qKqMyG0ZY.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
180317077.0,muzhskoi,!,!,university,rossija,moskva,gde_moi_kolesa!!!!!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c837121/v837121077/1143f/r_hii7oJpTU.jpg,"proshel_god..vremja_letit_...a_my_vse_escze_pomnim,skorbim_...❤️😔",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
muzhskoi,sprygnul,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
158699073.0,muzhskoi,43265.0,!,!,rossija,kurgan,!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c631122/v631122073/3e974/EmlPVsxZlxw.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
210788461.0,muzhskoi,36185.0,!,work,rossija,novorossija,rozhdennyi_volkom_-_sobakoi_ne_budet.,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c630821/v630821461/27e86/YalDMlLv-DY.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
230721012.0,muzhskoi,!,!,!,rossija,czernogorsk,vsem_poka😩,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c628429/v628429012/2232c/w_-iov-M-cI.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
71751444.0,muzhskoi,43157.0,!,!,ssha,Los_Angeles,"vse_czto_proebano_i_prohujaczeno,_to_na_delo_potraczeno",!,!,!,pastafarianstvo,▬DOTA2▬,krasota_i_zdorove,razvleczenija_i_otdyh,neitralnoe,polozhitelnoe,https://pp.userapi.com/c628522/v628522444/1975d/hcf7VO1g0Vs.jpg,kruto,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
141011803.0,muzhskoi,30161.0,!,university,rossija,belgorod,!,ne_zhenat,umerennye,!,jazyczeskie,lubov,umor_i_zhiznelubie,samorazvitie,kompromissnoe,kompromissnoe,https://pp.userapi.com/c10642/u141011803/a_6ec6fc34.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
140333264.0,muzhskoi,43136.0,!,university,ukraina,shostka,vse,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c845420/v845420705/3f890/qX4-PcP3rzY.jpg,!,0,,,,,,,,,
158992303.0,zhenskii,43300.0,!,!,rossija,sankt-peterburg,"2:05_|nelzja_ubivat_neznakomyh_ludei,vdrug_u_nih_kotik_doma_odin._🐱❤|_davai_druzhit_i_byt_strannymi?|",!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c627822/v627822303/2a2b5/m-h9-q6gqIk.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
171071938.0,zhenskii,36426.0,!,school,rossija,rjazan,❗prostite..,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c840323/v840323829/4ec64/HJPWZb5F3b0.jpg,"smotrite_""krushenie_vertoleta_mi_8_v_gelendzhike_(moment_katastrofy)""_na_youtube",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
291560571.0,zhenskii,43167.0,!,!,rossija,volgograd,!,!,!,russkii*English*,!,!,!,!,!,!,https://pp.userapi.com/c633119/v633119571/e362/a1NYt0ZZPMQ.jpg,!,0,,,,,,,,,
42731440.0,muzhskoi,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
313366831.0,muzhskoi,!,!,!,!,!,!,zhenat,!,!,!,!,!,!,!,!,https://pp.userapi.com/c638031/v638031469/58ec3/FgrwVIF9Q3g.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
326611674.0,muzhskoi,!,!,!,rossija,sankt-peterburg,nenavizhu_vse,!,!,!,!,!,!,!,!,!,https://sun9-6.userapi.com/c840536/v840536647/dfe0/2K0AwS3HGL0.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
424068767.0,muzhskoi,43152.0,!,!,rossija,orel,0⃣7⃣:0⃣3⃣_|,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c836521/v836521767/34dbe/OwE1B3IIIzg.jpg,"0⃣6⃣:5⃣7⃣_|_fakt:_pri_potere_zrenija_odnim_glazom_koliczestvo_vizualnoi_informacii,_vosprinimaemoi_czelovekom,_umenshaetsja_na_2⃣0⃣_procentov.",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
81511147.0,zhenskii,33806.0,!,work,rossija,neftegorsk,ne_sudi_o_czeloveke_po_czuzhim_slovam!_oni_prosto_zaviduut!!!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c306411/v306411147/b5c3/0UiJVR9pngs.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
103471448.0,muzhskoi,34892.0,!,!,rossija,armavir,29,!,kommunisticzeskie,!,pastafarianstvo,!,!,samorazvitie,neitralnoe,neitralnoe,https://pp.userapi.com/c623922/v623922448/30fa0/chpWeHK84_M.jpg,"sasha,_ja,_i_misha_borodacz_popali_na_volnitelnyi_16-i_etazh_studii_[club78410944|radio_energy_krasnodar_90.6_fm]__v_oczerednoi_raz_podtverdil_dlja_sebja,_czto_foto_i_video_eto_moi_smysl._zhelau_kazhdomu_iz_vas_naiti_svoi_smysl,_postavit_cel_i_prosto_dvigatsja!_vse_foto_v_albomczike_http://vk.com/album103471448_214191997_vsem_udaczi)",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
Хz,povesilas,!,!,!,!,!,!,!,!,!,!,!,!,!,!,https://vk.com/images/deactivated_400.png,!,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
334492230.0,zhenskii,34795.0,!,!,rossija,kazan,"devushku_dolzhen_ukrashat_odin_muzhczina,czem_stado_baranov!",est_drug,!,!,!,!,!,!,!,!,https://pp.userapi.com/c630427/v630427230/1e7f/9eIwr6eXLT0.jpg,ja_golosuu_za:_army_of_lovers,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
146584741.0,muzhskoi,43324.0,!,!,rossija,vyshnii_voloczek,!,slozhno,!,russkii*English*,!,!,!,!,!,!,https://pp.userapi.com/c840239/v840239433/57d5a/vyKNzteoCIc.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
247201040.0,muzhskoi,43190.0,!,school,rossija,samara,kakuu_smaksimalnuu_korost_nabiraet_telo_vesom_primerno_50_kg_v_svobodnom_padenii_primerno_s_550_metrov?_otvet_ne_prisylat;))),!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c616330/v616330040/1704d/jftCQ5kpZDM.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
169818926.0,muzhskoi,35495.0,shkola-internat*,!,!,!,"daite_czeloveku_cel_v_zhizni_,i_on_vyzhivet_v_luboi_situacii!",slozhno,umerennye,!,pravoslavie,!,umor_i_zhiznelubie,samorazvitie,negativnoe,negativnoe,https://pp.userapi.com/c316123/u169818926/a_cc85e482.jpg,s_dnem_rozhdenija!_my_tebja_ne_zabudem...,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
234184469.0,zhenskii,43337.0,!,school,rossija,rtisczevo,Day_160.ja_tebja_oczen_silno_lublu...25.08.2016._pomnim._lubim._skorbim.,est_drug,!,!,!,!,!,!,!,!,https://pp.userapi.com/c626623/v626623469/23b77/gv33vMDxrEY.jpg,solnyffko_moe_mne_tebja_ne_hvataet😭,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
269780347.0,muzhskoi,!,!,!,rossija,!,vzlomali,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c630526/v630526347/2fea8/1SFgD7GZXOk.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
192916909.0,zhenskii,!,!,!,rossija,!,❤,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c637923/v637923909/1aace/CqENGsbGhdw.jpg,ira_nu_zaczem_zhe_tak…__pomnim..._lubim..._skorbim...,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
255399086.0,muzhskoi,43362.0,!,work,ukraina,lvov,😻😻😻,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c630827/v630827086/2aa45/22L4jC2Vf-M.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
19920705.0,muzhskoi,!,!,university,rossija,izhevsk,vsem_spasibo_i_prostite_menja,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c630023/v630023705/2a955/im8Z1KNJWuo.jpg,"hotelos_poslushat_czego_to,_no_vse_ne_mog_naiti_pod_nastroenie._i_tut_vspomnil_pro_etu_gruppu._sizhu_kaifuu._unost_vspomnilas,_nostalgija...deshevoe_pivo_v_trehlitrovyh_butylkah,_posidelki_za_gitaroi,_druzja_panki)))",0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
55322366.0,muzhskoi,!,!,!,ukraina,dnepropetrovsk_(dnepr),!,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c7005/v7005366/30563/lJn8z81HYeM.jpg,vsem_spasibo_za_prazdnik!!!!!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
417914237.0,muzhskoi,37701.0,!,school,ukraina,sumy,zagljanul?_a_teper_lovi_povestku_v_armiu,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c837331/v837331237/32fc0/WucJD39UEHQ.jpg,megatest:_kto_ty_iz_magov?__v_etom_teste_sobrany_samye_izvestnye_magi._uznai_kto_ty_iz_nih!!!__test_tut_👉_vk.com/megatest#5929ecd6e4b07112fba84590,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
214797611.0,muzhskoi,43365.0,!,school,ukraina,Хarkov,prosczaite_vse__zhelau_vsem_dobra_a_tebe_skazhu_prosto_udaczi,!,!,!,!,!,!,!,!,!,https://pp.userapi.com/c636321/v636321611/250bb/16doptxNpYU.jpg,!,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
